Team,Result,Margin,BR,Toss,Bat,,Opposition,Ground,Start Date
South Africa,won,5 wickets,28,lost,2nd,,v New Zealand,Cape Town,2/12/2007
New Zealand,lost,5 wickets,28,won,1st,,v South Africa,Cape Town,2/12/2007
Australia,won,7 wickets,45,lost,2nd,,v New Zealand,Adelaide,14/12/2007
New Zealand,lost,7 wickets,45,won,1st,,v Australia,Adelaide,14/12/2007
Australia,won,114 runs,0,lost,1st,,v New Zealand,Hobart,20/12/2007
New Zealand,lost,114 runs,0,won,2nd,,v Australia,Hobart,20/12/2007
South Africa,won,6 wickets,12,won,2nd,,v West Indies,Centurion,20/01/2008
West Indies,lost,6 wickets,12,lost,1st,,v South Africa,Centurion,20/01/2008
South Africa,won,86 runs,0,won,1st,,v West Indies,Cape Town,25/01/2008
West Indies,lost,86 runs,0,lost,2nd,,v South Africa,Cape Town,25/01/2008
South Africa,won,7 wickets,8,lost,2nd,,v West Indies,Port Elizabeth,27/01/2008
West Indies,lost,7 wickets,8,won,1st,,v South Africa,Port Elizabeth,27/01/2008
South Africa,won,5 wickets,13,lost,2nd,,v West Indies,Durban,1/02/2008
West Indies,lost,5 wickets,13,won,1st,,v South Africa,Durban,1/02/2008
South Africa,won,8 wickets,13,won,2nd,,v West Indies,Johannesburg,3/02/2008
West Indies,lost,8 wickets,13,lost,1st,,v South Africa,Johannesburg,3/02/2008
Australia,won,128 runs,0,won,1st,,v Sri Lanka,Sydney,8/02/2008
Sri Lanka,lost,128 runs,0,lost,2nd,,v Australia,Sydney,8/02/2008
New Zealand,won,6 wickets,120,lost,2nd,,v England,Wellington,9/02/2008
England,lost,6 wickets,120,won,1st,,v New Zealand,Wellington,9/02/2008
India,won,5 wickets,25,lost,2nd,,v Australia,Melbourne,10/02/2008
Australia,lost,5 wickets,25,won,1st,,v India,Melbourne,10/02/2008
Sri Lanka,won,8 wickets,12,won,2nd,,v India,Canberra,12/02/2008
India,lost,8 wickets,12,lost,1st,,v Sri Lanka,Canberra,12/02/2008
New Zealand,won,10 wickets,107,won,2nd,,v England,Hamilton,12/02/2008
England,lost,10 wickets,107,lost,1st,,v New Zealand,Hamilton,12/02/2008
England,won,6 wickets,18,won,2nd,,v New Zealand,Auckland,15/02/2008
New Zealand,lost,6 wickets,18,lost,1st,,v England,Auckland,15/02/2008
Australia,won,63 runs,0,won,1st,,v Sri Lanka,Perth,15/02/2008
Sri Lanka,lost,63 runs,0,lost,2nd,,v Australia,Perth,15/02/2008
Australia,won,50 runs,0,won,1st,,v India,Adelaide,17/02/2008
India,lost,50 runs,0,lost,2nd,,v Australia,Adelaide,17/02/2008
India,won,2 wickets,5,lost,2nd,,v Sri Lanka,Adelaide,19/02/2008
Sri Lanka,lost,2 wickets,5,won,1st,,v India,Adelaide,19/02/2008
England,tied,-,0,lost,1st,,v New Zealand,Napier,20/02/2008
New Zealand,tied,-,0,won,2nd,,v England,Napier,20/02/2008
Australia,won,24 runs,0,lost,1st,,v Sri Lanka,Melbourne,22/02/2008
Sri Lanka,lost,24 runs,0,won,2nd,,v Australia,Melbourne,22/02/2008
New Zealand,won,34 runs,0,won,2nd,,v England,Christchurch,23/02/2008
England,lost,34 runs,0,lost,1st,,v New Zealand,Christchurch,23/02/2008
Australia,won,18 runs,0,won,1st,,v India,Sydney,24/02/2008
India,lost,18 runs,0,lost,2nd,,v Australia,Sydney,24/02/2008
India,won,7 wickets,106,won,2nd,,v Sri Lanka,Hobart,26/02/2008
Sri Lanka,lost,7 wickets,106,lost,1st,,v India,Hobart,26/02/2008
Sri Lanka,won,13 runs,0,won,1st,,v Australia,Melbourne,29/02/2008
Australia,lost,13 runs,0,lost,2nd,,v Sri Lanka,Melbourne,29/02/2008
India,won,6 wickets,25,lost,2nd,,v Australia,Sydney,2/03/2008
Australia,lost,6 wickets,25,won,1st,,v India,Sydney,2/03/2008
India,won,9 runs,0,won,1st,,v Australia,Brisbane,4/03/2008
Australia,lost,9 runs,0,lost,2nd,,v India,Brisbane,4/03/2008
West Indies,won,1 wickets,0,won,2nd,,v Sri Lanka,Port of Spain,10/04/2008
Sri Lanka,lost,1 wickets,0,lost,1st,,v West Indies,Port of Spain,10/04/2008
West Indies,won,7 wickets,27,won,2nd,,v Sri Lanka,Port of Spain,12/04/2008
Sri Lanka,lost,7 wickets,27,lost,1st,,v West Indies,Port of Spain,12/04/2008
India,won,140 runs,0,won,1st,,v Pakistan,Dhaka,10/06/2008
Pakistan,lost,140 runs,0,lost,2nd,,v India,Dhaka,10/06/2008
Pakistan,won,25 runs,0,won,1st,,v India,Dhaka,14/06/2008
India,lost,25 runs,0,lost,2nd,,v Pakistan,Dhaka,14/06/2008
England,won,114 runs,0,lost,1st,,v New Zealand,Chester-le-Street,15/06/2008
New Zealand,lost,114 runs,0,won,2nd,,v England,Chester-le-Street,15/06/2008
New Zealand,won,22 runs,0,lost,1st,,v England,Bristol,21/06/2008
England,lost,22 runs,0,won,2nd,,v New Zealand,Bristol,21/06/2008
Australia,won,84 runs,0,lost,1st,,v West Indies,Kingstown,24/06/2008
West Indies,lost,84 runs,0,won,2nd,,v Australia,Kingstown,24/06/2008
New Zealand,won,1 wickets,0,won,2nd,,v England,The Oval,25/06/2008
England,lost,1 wickets,0,lost,1st,,v New Zealand,The Oval,25/06/2008
India,won,6 wickets,47,lost,2nd,,v Pakistan,Karachi,26/06/2008
Pakistan,lost,6 wickets,47,won,1st,,v India,Karachi,26/06/2008
Australia,won,63 runs,0,won,1st,,v West Indies,St George's,27/06/2008
West Indies,lost,63 runs,0,lost,2nd,,v Australia,St George's,27/06/2008
New Zealand,won,51 runs,0,lost,1st,,v England,Lord's,28/06/2008
England,lost,51 runs,0,won,2nd,,v New Zealand,Lord's,28/06/2008
Sri Lanka,won,64 runs,0,lost,1st,,v Pakistan,Karachi,29/06/2008
Pakistan,lost,64 runs,0,won,2nd,,v Sri Lanka,Karachi,29/06/2008
Australia,won,7 wickets,57,won,2nd,,v West Indies,St George's,29/06/2008
West Indies,lost,7 wickets,57,lost,1st,,v Australia,St George's,29/06/2008
Pakistan,won,8 wickets,27,lost,2nd,,v India,Karachi,2/07/2008
India,lost,8 wickets,27,won,1st,,v Pakistan,Karachi,2/07/2008
India,won,6 wickets,19,lost,2nd,,v Sri Lanka,Karachi,3/07/2008
Sri Lanka,lost,6 wickets,19,won,1st,,v India,Karachi,3/07/2008
Australia,won,1 runs,0,lost,1st,,v West Indies,Basseterre,4/07/2008
West Indies,lost,1 runs,0,won,2nd,,v Australia,Basseterre,4/07/2008
Sri Lanka,won,100 runs,0,lost,1st,,v India,Karachi,6/07/2008
India,lost,100 runs,0,won,2nd,,v Sri Lanka,Karachi,6/07/2008
Australia,won,169 runs,0,won,1st,,v West Indies,Basseterre,6/07/2008
West Indies,lost,169 runs,0,lost,2nd,,v Australia,Basseterre,6/07/2008
Sri Lanka,won,8 wickets,91,lost,2nd,,v India,Dambulla,18/08/2008
India,lost,8 wickets,91,won,1st,,v Sri Lanka,Dambulla,18/08/2008
India,won,3 wickets,62,won,2nd,,v Sri Lanka,Dambulla,20/08/2008
Sri Lanka,lost,3 wickets,62,lost,1st,,v India,Dambulla,20/08/2008
England,won,20 runs,0,won,1st,,v South Africa,Leeds,22/08/2008
South Africa,lost,20 runs,0,lost,2nd,,v England,Leeds,22/08/2008
India,won,33 runs,0,won,1st,,v Sri Lanka,Colombo (RPS),24/08/2008
Sri Lanka,lost,33 runs,0,lost,2nd,,v India,Colombo (RPS),24/08/2008
England,won,10 wickets,215,lost,2nd,,v South Africa,Nottingham,26/08/2008
South Africa,lost,10 wickets,215,won,1st,,v England,Nottingham,26/08/2008
India,won,46 runs,0,won,1st,,v Sri Lanka,Colombo (RPS),27/08/2008
Sri Lanka,lost,46 runs,0,lost,2nd,,v India,Colombo (RPS),27/08/2008
Sri Lanka,won,112 runs,0,won,1st,,v India,Colombo (RPS),29/08/2008
India,lost,112 runs,0,lost,2nd,,v Sri Lanka,Colombo (RPS),29/08/2008
England,won,126 runs,0,lost,1st,,v South Africa,The Oval,29/08/2008
South Africa,lost,126 runs,0,won,2nd,,v England,The Oval,29/08/2008
England,won,7 wickets,14,won,2nd,,v South Africa,Lord's,31/08/2008
South Africa,lost,7 wickets,14,lost,1st,,v England,Lord's,31/08/2008
Pakistan,won,4 wickets,1,lost,2nd,,v West Indies,Abu Dhabi,12/11/2008
West Indies,lost,4 wickets,1,won,1st,,v Pakistan,Abu Dhabi,12/11/2008
India,won,158 runs,0,lost,1st,,v England,Rajkot,14/11/2008
England,lost,158 runs,0,won,2nd,,v India,Rajkot,14/11/2008
Pakistan,won,24 runs,0,won,1st,,v West Indies,Abu Dhabi,14/11/2008
West Indies,lost,24 runs,0,lost,2nd,,v Pakistan,Abu Dhabi,14/11/2008
Pakistan,won,31 runs,0,won,1st,,v West Indies,Abu Dhabi,16/11/2008
West Indies,lost,31 runs,0,lost,2nd,,v Pakistan,Abu Dhabi,16/11/2008
India,won,54 runs,0,won,1st,,v England,Indore,17/11/2008
England,lost,54 runs,0,lost,2nd,,v India,Indore,17/11/2008
India,won,16 runs,0,lost,2nd,,v England,Kanpur,20/11/2008
England,lost,16 runs,0,won,1st,,v India,Kanpur,20/11/2008
India,won,19 runs,0,lost,1st,,v England,Bangalore,23/11/2008
England,lost,19 runs,0,won,2nd,,v India,Bangalore,23/11/2008
India,won,6 wickets,38,won,2nd,,v England,Cuttack,26/11/2008
England,lost,6 wickets,38,lost,1st,,v India,Cuttack,26/11/2008
West Indies,won,5 wickets,1,won,2nd,,v New Zealand,Christchurch,3/01/2009
New Zealand,lost,5 wickets,1,lost,1st,,v West Indies,Christchurch,3/01/2009
New Zealand,won,7 wickets,177,won,2nd,,v West Indies,Wellington,7/01/2009
West Indies,lost,7 wickets,177,lost,1st,,v New Zealand,Wellington,7/01/2009
New Zealand,won,9 runs,0,won,2nd,,v West Indies,Napier,13/01/2009
West Indies,lost,9 runs,0,lost,1st,,v New Zealand,Napier,13/01/2009
South Africa,won,3 wickets,3,lost,2nd,,v Australia,Melbourne,16/01/2009
Australia,lost,3 wickets,3,won,1st,,v South Africa,Melbourne,16/01/2009
Australia,won,5 runs,0,lost,1st,,v South Africa,Hobart,18/01/2009
South Africa,lost,5 runs,0,won,2nd,,v Australia,Hobart,18/01/2009
Pakistan,won,8 wickets,25,lost,2nd,,v Sri Lanka,Karachi,20/01/2009
Sri Lanka,lost,8 wickets,25,won,1st,,v Pakistan,Karachi,20/01/2009
Sri Lanka,won,129 runs,0,lost,1st,,v Pakistan,Karachi,21/01/2009
Pakistan,lost,129 runs,0,won,2nd,,v Sri Lanka,Karachi,21/01/2009
South Africa,won,3 wickets,21,lost,2nd,,v Australia,Sydney,23/01/2009
Australia,lost,3 wickets,21,won,1st,,v South Africa,Sydney,23/01/2009
Sri Lanka,won,234 runs,0,won,1st,,v Pakistan,Lahore,24/01/2009
Pakistan,lost,234 runs,0,lost,2nd,,v Sri Lanka,Lahore,24/01/2009
South Africa,won,8 wickets,71,lost,2nd,,v Australia,Adelaide,26/01/2009
Australia,lost,8 wickets,71,won,1st,,v South Africa,Adelaide,26/01/2009
India,won,6 wickets,11,won,2nd,,v Sri Lanka,Dambulla,28/01/2009
Sri Lanka,lost,6 wickets,11,lost,1st,,v India,Dambulla,28/01/2009
South Africa,won,39 runs,0,won,1st,,v Australia,Perth,30/01/2009
Australia,lost,39 runs,0,lost,2nd,,v South Africa,Perth,30/01/2009
India,won,15 runs,0,won,1st,,v Sri Lanka,Colombo (RPS),31/01/2009
Sri Lanka,lost,15 runs,0,lost,2nd,,v India,Colombo (RPS),31/01/2009
New Zealand,won,2 wickets,0,lost,2nd,,v Australia,Perth,1/02/2009
Australia,lost,2 wickets,0,won,1st,,v New Zealand,Perth,1/02/2009
India,won,147 runs,0,won,1st,,v Sri Lanka,Colombo (RPS),3/02/2009
Sri Lanka,lost,147 runs,0,lost,2nd,,v India,Colombo (RPS),3/02/2009
India,won,67 runs,0,won,1st,,v Sri Lanka,Colombo (RPS),5/02/2009
Sri Lanka,lost,67 runs,0,lost,2nd,,v India,Colombo (RPS),5/02/2009
New Zealand,won,6 wickets,7,won,2nd,,v Australia,Melbourne,6/02/2009
Australia,lost,6 wickets,7,lost,1st,,v New Zealand,Melbourne,6/02/2009
Australia,won,32 runs,0,lost,1st,,v New Zealand,Sydney,8/02/2009
New Zealand,lost,32 runs,0,won,2nd,,v Australia,Sydney,8/02/2009
Sri Lanka,won,68 runs,0,won,1st,,v India,Colombo (RPS),8/02/2009
India,lost,68 runs,0,lost,2nd,,v Sri Lanka,Colombo (RPS),8/02/2009
Australia,won,6 wickets,10,lost,2nd,,v New Zealand,Adelaide,10/02/2009
New Zealand,lost,6 wickets,10,won,1st,,v Australia,Adelaide,10/02/2009
India,won,53 runs,0,won,1st,,v New Zealand,Napier,3/03/2009
New Zealand,lost,53 runs,0,lost,2nd,,v India,Napier,3/03/2009
India,won,58 runs,0,lost,1st,,v New Zealand,Christchurch,8/03/2009
New Zealand,lost,58 runs,0,won,2nd,,v India,Christchurch,8/03/2009
India,won,84 runs,0,lost,2nd,,v New Zealand,Hamilton,11/03/2009
New Zealand,lost,84 runs,0,won,1st,,v India,Hamilton,11/03/2009
New Zealand,won,8 wickets,118,lost,2nd,,v India,Auckland,14/03/2009
India,lost,8 wickets,118,won,1st,,v New Zealand,Auckland,14/03/2009
England,won,1 runs,0,won,1st,,v West Indies,Providence,20/03/2009
West Indies,lost,1 runs,0,lost,2nd,,v England,Providence,20/03/2009
West Indies,won,21 runs,0,won,1st,,v England,Providence,22/03/2009
England,lost,21 runs,0,lost,2nd,,v West Indies,Providence,22/03/2009
West Indies,won,8 wickets,176,won,2nd,,v England,Bridgetown,27/03/2009
England,lost,8 wickets,176,lost,1st,,v West Indies,Bridgetown,27/03/2009
England,won,9 wickets,9,won,2nd,,v West Indies,Bridgetown,29/03/2009
West Indies,lost,9 wickets,9,lost,1st,,v England,Bridgetown,29/03/2009
Australia,won,141 runs,0,won,1st,,v South Africa,Durban,3/04/2009
South Africa,lost,141 runs,0,lost,2nd,,v Australia,Durban,3/04/2009
England,won,26 runs,0,lost,1st,,v West Indies,Gros Islet,3/04/2009
West Indies,lost,26 runs,0,won,2nd,,v England,Gros Islet,3/04/2009
South Africa,won,7 wickets,142,lost,2nd,,v Australia,Centurion,5/04/2009
Australia,lost,7 wickets,142,won,1st,,v South Africa,Centurion,5/04/2009
South Africa,won,25 runs,0,won,1st,,v Australia,Cape Town,9/04/2009
Australia,lost,25 runs,0,lost,2nd,,v South Africa,Cape Town,9/04/2009
South Africa,won,61 runs,0,lost,1st,,v Australia,Port Elizabeth,13/04/2009
Australia,lost,61 runs,0,won,2nd,,v South Africa,Port Elizabeth,13/04/2009
Australia,won,47 runs,0,lost,1st,,v South Africa,Johannesburg,17/04/2009
South Africa,lost,47 runs,0,won,2nd,,v Australia,Johannesburg,17/04/2009
Pakistan,won,4 wickets,35,lost,2nd,,v Australia,Dubai (DSC),22/04/2009
Australia,lost,4 wickets,35,won,1st,,v Pakistan,Dubai (DSC),22/04/2009
Australia,won,6 wickets,29,lost,2nd,,v Pakistan,Dubai (DSC),24/04/2009
Pakistan,lost,6 wickets,29,won,1st,,v Australia,Dubai (DSC),24/04/2009
Australia,won,27 runs,0,won,1st,,v Pakistan,Abu Dhabi,27/04/2009
Pakistan,lost,27 runs,0,lost,2nd,,v Australia,Abu Dhabi,27/04/2009
Australia,won,8 wickets,34,lost,2nd,,v Pakistan,Abu Dhabi,1/05/2009
Pakistan,lost,8 wickets,34,won,1st,,v Australia,Abu Dhabi,1/05/2009
Pakistan,won,7 wickets,18,lost,2nd,,v Australia,Abu Dhabi,3/05/2009
Australia,lost,7 wickets,18,won,1st,,v Pakistan,Abu Dhabi,3/05/2009
England,won,6 wickets,84,won,2nd,,v West Indies,Bristol,24/05/2009
West Indies,lost,6 wickets,84,lost,1st,,v England,Bristol,24/05/2009
England,won,58 runs,0,lost,1st,,v West Indies,Birmingham,26/05/2009
West Indies,lost,58 runs,0,won,2nd,,v England,Birmingham,26/05/2009
India,won,20 runs,0,won,1st,,v West Indies,Kingston,26/06/2009
West Indies,lost,20 runs,0,lost,2nd,,v India,Kingston,26/06/2009
West Indies,won,8 wickets,95,lost,2nd,,v India,Kingston,28/06/2009
India,lost,8 wickets,95,won,1st,,v West Indies,Kingston,28/06/2009
India,won,6 wickets,1,won,2nd,,v West Indies,Gros Islet,3/07/2009
West Indies,lost,6 wickets,1,lost,1st,,v India,Gros Islet,3/07/2009
Sri Lanka,won,36 runs,0,lost,1st,,v Pakistan,Dambulla,30/07/2009
Pakistan,lost,36 runs,0,won,2nd,,v Sri Lanka,Dambulla,30/07/2009
Sri Lanka,won,6 wickets,38,won,2nd,,v Pakistan,Dambulla,1/08/2009
Pakistan,lost,6 wickets,38,lost,1st,,v Sri Lanka,Dambulla,1/08/2009
Sri Lanka,won,6 wickets,21,won,2nd,,v Pakistan,Dambulla,3/08/2009
Pakistan,lost,6 wickets,21,lost,1st,,v Sri Lanka,Dambulla,3/08/2009
Pakistan,won,146 runs,0,won,1st,,v Sri Lanka,Colombo (RPS),7/08/2009
Sri Lanka,lost,146 runs,0,lost,2nd,,v Pakistan,Colombo (RPS),7/08/2009
Pakistan,won,132 runs,0,won,1st,,v Sri Lanka,Colombo (RPS),9/08/2009
Sri Lanka,lost,132 runs,0,lost,2nd,,v Pakistan,Colombo (RPS),9/08/2009
Australia,won,4 runs,0,lost,1st,,v England,The Oval,4/09/2009
England,lost,4 runs,0,won,2nd,,v Australia,The Oval,4/09/2009
Australia,won,39 runs,0,lost,1st,,v England,Lord's,6/09/2009
England,lost,39 runs,0,won,2nd,,v Australia,Lord's,6/09/2009
Sri Lanka,won,97 runs,0,won,1st,,v New Zealand,Colombo (RPS),8/09/2009
New Zealand,lost,97 runs,0,lost,2nd,,v Sri Lanka,Colombo (RPS),8/09/2009
Australia,won,6 wickets,9,lost,2nd,,v England,Southampton,9/09/2009
England,lost,6 wickets,9,won,1st,,v Australia,Southampton,9/09/2009
India,won,6 wickets,57,lost,2nd,,v New Zealand,Colombo (RPS),11/09/2009
New Zealand,lost,6 wickets,57,won,1st,,v India,Colombo (RPS),11/09/2009
Sri Lanka,won,139 runs,0,won,1st,,v India,Colombo (RPS),12/09/2009
India,lost,139 runs,0,lost,2nd,,v Sri Lanka,Colombo (RPS),12/09/2009
Australia,won,7 wickets,38,lost,2nd,,v England,Lord's,12/09/2009
England,lost,7 wickets,38,won,1st,,v Australia,Lord's,12/09/2009
India,won,46 runs,0,won,1st,,v Sri Lanka,Colombo (RPS),14/09/2009
Sri Lanka,lost,46 runs,0,lost,2nd,,v India,Colombo (RPS),14/09/2009
Australia,won,4 wickets,10,lost,2nd,,v England,Nottingham,15/09/2009
England,lost,4 wickets,10,won,1st,,v Australia,Nottingham,15/09/2009
Australia,won,111 runs,0,won,1st,,v England,Nottingham,17/09/2009
England,lost,111 runs,0,lost,2nd,,v Australia,Nottingham,17/09/2009
England,won,4 wickets,60,won,2nd,,v Australia,Chester-le-Street,20/09/2009
Australia,lost,4 wickets,60,lost,1st,,v England,Chester-le-Street,20/09/2009
Sri Lanka,won,55 runs,0,lost,1st,,v South Africa,Centurion,22/09/2009
South Africa,lost,55 runs,0,won,2nd,,v Sri Lanka,Centurion,22/09/2009
Pakistan,won,5 wickets,117,lost,2nd,,v West Indies,Johannesburg,23/09/2009
West Indies,lost,5 wickets,117,won,1st,,v Pakistan,Johannesburg,23/09/2009
South Africa,won,5 wickets,53,won,2nd,,v New Zealand,Centurion,24/09/2009
New Zealand,lost,5 wickets,53,lost,1st,,v South Africa,Centurion,24/09/2009
England,won,6 wickets,30,won,2nd,,v Sri Lanka,Johannesburg,25/09/2009
Sri Lanka,lost,6 wickets,30,lost,1st,,v England,Johannesburg,25/09/2009
Australia,won,50 runs,0,lost,1st,,v West Indies,Johannesburg,26/09/2009
West Indies,lost,50 runs,0,won,2nd,,v Australia,Johannesburg,26/09/2009
Pakistan,won,54 runs,0,won,1st,,v India,Centurion,26/09/2009
India,lost,54 runs,0,lost,2nd,,v Pakistan,Centurion,26/09/2009
New Zealand,won,38 runs,0,lost,1st,,v Sri Lanka,Johannesburg,27/09/2009
Sri Lanka,lost,38 runs,0,won,2nd,,v New Zealand,Johannesburg,27/09/2009
England,won,22 runs,0,won,1st,,v South Africa,Centurion,27/09/2009
South Africa,lost,22 runs,0,lost,2nd,,v England,Centurion,27/09/2009
New Zealand,won,4 wickets,137,won,2nd,,v England,Johannesburg,29/09/2009
England,lost,4 wickets,137,lost,1st,,v New Zealand,Johannesburg,29/09/2009
Australia,won,2 wickets,0,won,2nd,,v Pakistan,Centurion,30/09/2009
Pakistan,lost,2 wickets,0,lost,1st,,v Australia,Centurion,30/09/2009
India,won,7 wickets,107,won,2nd,,v West Indies,Johannesburg,30/09/2009
West Indies,lost,7 wickets,107,lost,1st,,v India,Johannesburg,30/09/2009
Australia,won,9 wickets,49,lost,2nd,,v England,Centurion,2/10/2009
England,lost,9 wickets,49,won,1st,,v Australia,Centurion,2/10/2009
New Zealand,won,5 wickets,13,lost,2nd,,v Pakistan,Johannesburg,3/10/2009
Pakistan,lost,5 wickets,13,won,1st,,v New Zealand,Johannesburg,3/10/2009
Australia,won,6 wickets,28,lost,2nd,,v New Zealand,Centurion,5/10/2009
New Zealand,lost,6 wickets,28,won,1st,,v Australia,Centurion,5/10/2009
Australia,won,4 runs,0,won,1st,,v India,Vadodara,25/10/2009
India,lost,4 runs,0,lost,2nd,,v Australia,Vadodara,25/10/2009
India,won,99 runs,0,lost,1st,,v Australia,Nagpur,28/10/2009
Australia,lost,99 runs,0,won,2nd,,v India,Nagpur,28/10/2009
India,won,6 wickets,10,lost,2nd,,v Australia,Delhi,31/10/2009
Australia,lost,6 wickets,10,won,1st,,v India,Delhi,31/10/2009
Australia,won,24 runs,0,lost,1st,,v India,Mohali,2/11/2009
India,lost,24 runs,0,won,2nd,,v Australia,Mohali,2/11/2009
Pakistan,won,138 runs,0,won,1st,,v New Zealand,Abu Dhabi,3/11/2009
New Zealand,lost,138 runs,0,lost,2nd,,v Pakistan,Abu Dhabi,3/11/2009
Australia,won,3 runs,0,won,1st,,v India,Hyderabad (Deccan),5/11/2009
India,lost,3 runs,0,lost,2nd,,v Australia,Hyderabad (Deccan),5/11/2009
New Zealand,won,64 runs,0,won,1st,,v Pakistan,Abu Dhabi,6/11/2009
Pakistan,lost,64 runs,0,lost,2nd,,v New Zealand,Abu Dhabi,6/11/2009
Australia,won,6 wickets,49,lost,2nd,,v India,Guwahati,8/11/2009
India,lost,6 wickets,49,won,1st,,v Australia,Guwahati,8/11/2009
New Zealand,won,7 runs,0,won,1st,,v Pakistan,Abu Dhabi,9/11/2009
Pakistan,lost,7 runs,0,lost,2nd,,v New Zealand,Abu Dhabi,9/11/2009
England,won,7 wickets,24,won,2nd,,v South Africa,Centurion,22/11/2009
South Africa,lost,7 wickets,24,lost,1st,,v England,Centurion,22/11/2009
South Africa,won,112 runs,0,won,1st,,v England,Cape Town,27/11/2009
England,lost,112 runs,0,lost,2nd,,v South Africa,Cape Town,27/11/2009
England,won,7 wickets,112,lost,2nd,,v South Africa,Port Elizabeth,29/11/2009
South Africa,lost,7 wickets,112,won,1st,,v England,Port Elizabeth,29/11/2009
India,won,3 runs,0,lost,1st,,v Sri Lanka,Rajkot,15/12/2009
Sri Lanka,lost,3 runs,0,won,2nd,,v India,Rajkot,15/12/2009
Sri Lanka,won,3 wickets,5,lost,2nd,,v India,Nagpur,18/12/2009
India,lost,3 wickets,5,won,1st,,v Sri Lanka,Nagpur,18/12/2009
India,won,7 wickets,45,lost,2nd,,v Sri Lanka,Cuttack,21/12/2009
Sri Lanka,lost,7 wickets,45,won,1st,,v India,Cuttack,21/12/2009
India,won,7 wickets,11,lost,2nd,,v Sri Lanka,Kolkata,24/12/2009
Sri Lanka,lost,7 wickets,11,won,1st,,v India,Kolkata,24/12/2009
Sri Lanka,won,5 wickets,12,won,2nd,,v India,Dhaka,5/01/2010
India,lost,5 wickets,12,lost,1st,,v Sri Lanka,Dhaka,5/01/2010
India,won,8 wickets,104,lost,2nd,,v Sri Lanka,Dhaka,10/01/2010
Sri Lanka,lost,8 wickets,104,won,1st,,v India,Dhaka,10/01/2010
Sri Lanka,won,4 wickets,9,won,2nd,,v India,Dhaka,13/01/2010
India,lost,4 wickets,9,lost,1st,,v Sri Lanka,Dhaka,13/01/2010
Australia,won,5 wickets,9,lost,2nd,,v Pakistan,Brisbane,22/01/2010
Pakistan,lost,5 wickets,9,won,1st,,v Australia,Brisbane,22/01/2010
Australia,won,140 runs,0,lost,1st,,v Pakistan,Sydney,24/01/2010
Pakistan,lost,140 runs,0,won,2nd,,v Australia,Sydney,24/01/2010
Australia,won,40 runs,0,won,1st,,v Pakistan,Adelaide,26/01/2010
